Time,ID,Grade,A,B,C,D,F,N
2020-02-27 12:38:08,001342,A,0.68,0.32,0.00,0.00,0.00,0.00
2020-02-27 12:40:42,001343,B,0.35,0.54,0.04,0.05,0.02,0.00
2020-02-27 12:42:17,001344,B,0.00,0.71,0.26,0.01,0.01,0.00
2020-02-27 12:43:13,001345,C,0.00,0.05,0.84,0.05,0.05,0.00
2020-02-27 12:43:19,001346,C,0.00,0.30,0.69,0.00,0.00,0.00
2020-02-27 12:45:22,001347,B,0.40,0.57,0.01,0.01,0.00,0.00
2020-02-27 12:45:48,001348,A,0.79,0.16,0.03,0.01,0.01,0.01
2020-02-27 12:45:53,001349,B,0.22,0.75,0.02,0.01,0.00,0.00
2020-02-27 12:47:16,001350,B,0.02,0.95,0.02,0.01,0.00,0.00
2020-02-27 12:51:27,001351,B,0.01,0.90,0.04,0.05,0.00,0.00
2020-02-27 12:51:31,001352,D,0.01,0.21,0.18,0.58,0.03,0.00
2020-02-27 12:51:37,001353,B,0.01,0.78,0.19,0.02,0.00,0.00
2020-02-27 12:51:42,001354,C,0.01,0.16,0.55,0.26,0.02,0.00
2020-02-27 12:52:54,001355,C,0.01,0.31,0.45,0.13,0.09,0.01
2020-02-27 12:53:18,001356,C,0.00,0.35,0.56,0.08,0.00,0.00
2020-02-27 12:53:55,001357,C,0.00,0.04,0.46,0.45,0.05,0.00
2020-02-27 12:54:02,001358,D,0.00,0.01,0.42,0.53,0.03,0.00
2020-02-27 12:54:12,001359,B,0.18,0.59,0.19,0.04,0.01,0.00
2020-02-27 12:54:32,001360,B,0.24,0.75,0.01,0.00,0.00,0.00
2020-02-27 12:55:35,001361,B,0.13,0.54,0.27,0.03,0.03,0.00
2020-02-27 12:55:43,001362,B,0.07,0.68,0.21,0.02,0.02,0.00
2020-02-27 12:55:53,001363,B,0.47,0.53,0.00,0.00,0.00,0.00
2020-02-27 12:56:58,001364,B,0.01,0.46,0.31,0.16,0.05,0.00
2020-02-27 12:57:26,001365,C,0.00,0.32,0.61,0.05,0.02,0.00
2020-02-27 12:58:06,001366,B,0.04,0.73,0.23,0.00,0.00,0.00
2020-02-27 13:03:18,001367,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-02-27 13:03:32,001368,B,0.23,0.75,0.01,0.00,0.00,0.00
2020-02-27 13:08:52,001369,B,0.01,0.56,0.29,0.14,0.00,0.00
2020-02-27 13:08:55,001370,B,0.12,0.53,0.19,0.16,0.00,0.00
2020-02-27 13:10:13,001371,B,0.35,0.47,0.16,0.01,0.00,0.00
2020-02-27 13:11:48,001372,A,0.53,0.18,0.16,0.08,0.01,0.04
2020-02-27 13:12:10,001373,C,0.01,0.07,0.53,0.38,0.01,0.00
2020-02-27 13:14:10,001374,C,0.04,0.43,0.48,0.04,0.01,0.00
2020-02-27 13:15:04,001375,B,0.33,0.59,0.06,0.01,0.00,0.00
2020-02-27 13:17:03,001376,A,0.88,0.11,0.01,0.00,0.00,0.00
2020-02-27 13:18:47,001377,C,0.00,0.14,0.55,0.27,0.04,0.00
2020-02-27 13:24:06,001378,D,0.01,0.02,0.38,0.58,0.01,0.00
2020-02-27 13:27:26,001379,C,0.19,0.24,0.49,0.07,0.02,0.00
2020-02-27 13:27:49,001380,C,0.00,0.00,0.67,0.31,0.02,0.00
2020-02-27 13:32:08,001381,C,0.00,0.09,0.90,0.01,0.00,0.00
2020-02-27 13:35:03,001382,A,0.62,0.35,0.01,0.01,0.00,0.00
2020-02-27 13:35:28,001383,C,0.00,0.17,0.56,0.24,0.03,0.00
2020-02-27 14:04:50,001384,C,0.00,0.04,0.85,0.11,0.00,0.00
2020-02-27 14:07:06,001385,A,0.44,0.06,0.01,0.31,0.01,0.17
2020-02-27 14:08:16,001386,D,0.12,0.18,0.33,0.37,0.00,0.00
2020-02-27 14:19:49,001387,B,0.27,0.38,0.16,0.15,0.01,0.03
2020-02-27 14:25:31,001388,C,0.03,0.23,0.31,0.20,0.03,0.20
2020-02-27 14:34:40,001389,B,0.01,0.82,0.04,0.12,0.02,0.00
2020-02-27 14:44:11,001390,B,0.01,0.47,0.31,0.16,0.05,0.00
2020-02-27 14:50:03,001391,D,0.03,0.32,0.12,0.48,0.04,0.00
2020-02-27 14:50:28,000729,C,0.08,0.23,0.60,0.04,0.04,0.00
2020-02-27 14:53:34,000730,B,0.33,0.65,0.01,0.00,0.00,0.00
2020-02-27 14:53:37,000731,A,0.69,0.28,0.02,0.00,0.00,0.00
2020-02-27 14:53:42,000732,C,0.00,0.08,0.83,0.08,0.01,0.00
2020-02-27 14:53:50,000733,B,0.13,0.81,0.05,0.00,0.00,0.00
2020-02-27 14:53:53,000734,B,0.28,0.69,0.03,0.00,0.00,0.00
2020-02-27 14:53:57,000735,A,0.59,0.22,0.13,0.02,0.02,0.01
2020-02-27 14:54:01,000736,N,0.36,0.03,0.00,0.00,0.00,0.60
2020-02-27 14:54:05,000737,A,0.59,0.40,0.00,0.00,0.00,0.00
2020-02-27 14:54:46,000738,A,0.68,0.12,0.11,0.03,0.01,0.04
2020-02-27 15:45:50,001392,B,0.25,0.52,0.04,0.05,0.06,0.08
2020-02-27 16:14:21,000739,B,0.32,0.64,0.03,0.01,0.00,0.00
2020-02-27 16:14:41,000739,B,0.32,0.64,0.03,0.01,0.00,0.00
2020-02-27 16:14:50,000740,A,0.86,0.13,0.00,0.00,0.00,0.00
2020-02-27 16:15:03,000741,A,0.33,0.12,0.14,0.08,0.10,0.22
2020-02-27 16:15:12,000742,C,0.00,0.03,0.90,0.07,0.00,0.00
2020-02-27 16:15:19,000743,B,0.11,0.79,0.09,0.00,0.00,0.00
2020-02-27 16:15:25,000742,C,0.00,0.03,0.90,0.07,0.00,0.00
2020-02-27 16:18:38,001393,B,0.44,0.51,0.01,0.03,0.00,0.01
2020-02-27 16:24:09,001394,B,0.11,0.85,0.00,0.00,0.00,0.03
2020-02-27 16:41:51,001395,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-02-27 16:44:21,001396,C,0.02,0.24,0.70,0.03,0.01,0.00
2020-02-27 16:54:51,000742,C,0.00,0.03,0.90,0.07,0.00,0.00
2020-02-27 16:55:32,000736,N,0.36,0.03,0.00,0.00,0.00,0.60
2020-02-27 17:21:43,001397,B,0.04,0.49,0.30,0.16,0.01,0.00
2020-02-27 17:24:41,001398,B,0.06,0.81,0.12,0.00,0.00,0.00
2020-02-27 17:24:58,001399,C,0.00,0.38,0.50,0.11,0.00,0.00
2020-02-27 17:26:30,001400,A,0.92,0.07,0.00,0.00,0.00,0.00
2020-02-27 17:29:16,001401,B,0.09,0.47,0.39,0.04,0.01,0.00
2020-02-27 17:32:40,001402,C,0.00,0.30,0.64,0.05,0.00,0.00
2020-02-27 17:33:15,001403,B,0.01,0.89,0.09,0.00,0.00,0.00
2020-02-27 17:35:49,001404,D,0.00,0.00,0.03,0.75,0.20,0.00
2020-02-27 17:36:16,001405,B,0.17,0.47,0.22,0.10,0.03,0.00
2020-02-27 17:36:24,001406,C,0.02,0.05,0.44,0.42,0.07,0.00
2020-02-27 17:36:31,001407,A,0.80,0.16,0.01,0.02,0.00,0.00
2020-02-27 17:37:59,001408,A,0.58,0.34,0.06,0.01,0.01,0.00
2020-02-27 17:39:41,001409,B,0.01,0.70,0.29,0.01,0.00,0.00
2020-02-27 17:39:52,001410,C,0.01,0.32,0.46,0.18,0.04,0.00
2020-02-27 17:40:28,001411,D,0.00,0.00,0.26,0.69,0.05,0.00
2020-02-27 17:43:40,001412,A,0.50,0.41,0.09,0.00,0.00,0.00
2020-02-27 17:45:56,001413,A,0.66,0.32,0.01,0.00,0.00,0.01
2020-02-27 17:46:06,000736,N,0.36,0.03,0.00,0.00,0.00,0.60
2020-02-27 17:46:13,000737,A,0.59,0.40,0.00,0.00,0.00,0.00
2020-02-27 17:46:18,000737,A,0.59,0.40,0.00,0.00,0.00,0.00
2020-02-27 17:46:21,000737,A,0.59,0.40,0.00,0.00,0.00,0.00
2020-02-27 17:46:28,000739,B,0.32,0.64,0.03,0.01,0.00,0.00
2020-02-27 17:46:34,000740,A,0.86,0.13,0.00,0.00,0.00,0.00
2020-02-27 17:46:42,000741,A,0.33,0.12,0.14,0.08,0.10,0.22
2020-02-27 17:46:46,000742,C,0.00,0.03,0.90,0.07,0.00,0.00
2020-02-27 17:47:30,001414,B,0.00,0.56,0.37,0.07,0.00,0.00
2020-02-27 17:50:13,001415,B,0.00,0.79,0.13,0.07,0.00,0.00
2020-02-27 17:50:24,001416,B,0.28,0.68,0.04,0.00,0.00,0.00
2020-02-27 17:55:40,001417,B,0.45,0.54,0.00,0.00,0.00,0.00
2020-02-27 17:56:27,000742,C,0.00,0.03,0.90,0.07,0.00,0.00
2020-02-27 17:56:42,000742,C,0.00,0.03,0.90,0.07,0.00,0.00
2020-02-27 17:57:22,001418,B,0.27,0.53,0.07,0.12,0.00,0.00
2020-02-27 17:58:34,000742,C,0.00,0.03,0.90,0.07,0.00,0.00
2020-02-27 18:00:53,000742,C,0.00,0.03,0.90,0.07,0.00,0.00
2020-02-27 18:01:20,001419,D,0.00,0.14,0.17,0.63,0.06,0.00
2020-02-27 18:01:37,001420,A,0.86,0.13,0.00,0.00,0.00,0.01
2020-02-27 18:01:44,001421,A,0.63,0.07,0.00,0.00,0.00,0.29
2020-02-27 18:01:57,001422,B,0.01,0.88,0.10,0.01,0.00,0.00
2020-02-27 18:02:18,001423,B,0.05,0.90,0.03,0.01,0.00,0.00
2020-02-27 18:02:48,000742,C,0.00,0.03,0.90,0.07,0.00,0.00
2020-02-27 18:03:04,001424,A,0.60,0.36,0.01,0.01,0.00,0.03
2020-02-27 18:05:36,000742,C,0.00,0.03,0.90,0.07,0.00,0.00
2020-02-27 18:06:32,000742,C,0.00,0.03,0.90,0.07,0.00,0.00
2020-02-27 18:07:13,000742,C,0.00,0.03,0.90,0.07,0.00,0.00
2020-02-27 18:08:23,000742,C,0.00,0.03,0.90,0.07,0.00,0.00
2020-02-27 18:08:31,001425,B,0.26,0.61,0.05,0.07,0.01,0.00
2020-02-27 18:08:31,000743,B,0.11,0.79,0.09,0.00,0.00,0.00
2020-02-27 18:09:02,001426,C,0.01,0.11,0.50,0.32,0.06,0.00
2020-02-27 18:09:26,001427,B,0.03,0.85,0.11,0.00,0.00,0.00
2020-02-27 18:09:31,001428,A,0.58,0.29,0.07,0.05,0.01,0.00
2020-02-27 18:09:34,001429,D,0.20,0.27,0.05,0.43,0.06,0.00
2020-02-27 18:09:38,001430,A,0.82,0.18,0.00,0.00,0.00,0.00
2020-02-27 18:10:34,000745,C,0.00,0.04,0.92,0.04,0.00,0.00
2020-02-27 18:10:46,001431,D,0.01,0.27,0.08,0.61,0.02,0.01
2020-02-27 18:12:51,000745,C,0.00,0.04,0.92,0.04,0.00,0.00
2020-02-27 18:12:58,000745,C,0.00,0.04,0.92,0.04,0.00,0.00
2020-02-27 18:13:33,001432,B,0.00,0.88,0.08,0.04,0.00,0.00
2020-02-27 18:15:55,000745,C,0.00,0.04,0.92,0.04,0.00,0.00
2020-02-27 18:16:18,000745,C,0.00,0.04,0.92,0.04,0.00,0.00
2020-02-27 18:17:23,001433,B,0.01,0.94,0.03,0.00,0.00,0.01
2020-02-27 18:17:41,000745,C,0.00,0.04,0.92,0.04,0.00,0.00
2020-02-27 18:18:25,001434,C,0.00,0.48,0.50,0.02,0.01,0.00
2020-02-27 18:19:49,000745,C,0.00,0.04,0.92,0.04,0.00,0.00
2020-02-27 18:19:55,000745,C,0.00,0.04,0.92,0.04,0.00,0.00
2020-02-27 18:20:09,000745,C,0.00,0.04,0.92,0.04,0.00,0.00
2020-02-27 18:20:25,000745,C,0.00,0.04,0.92,0.04,0.00,0.00
2020-02-27 18:20:33,000745,C,0.00,0.04,0.92,0.04,0.00,0.00
2020-02-27 18:21:52,000745,C,0.00,0.04,0.92,0.04,0.00,0.00
2020-02-27 18:21:58,000745,C,0.00,0.04,0.92,0.04,0.00,0.00
2020-02-27 18:22:07,000746,C,0.00,0.11,0.60,0.27,0.01,0.00
2020-02-27 18:22:15,000747,B,0.10,0.52,0.18,0.17,0.02,0.01
2020-02-27 18:22:35,000747,B,0.10,0.52,0.18,0.17,0.02,0.01
2020-02-27 18:22:43,001435,B,0.04,0.94,0.01,0.01,0.00,0.00
2020-02-27 18:22:47,000748,C,0.00,0.33,0.53,0.11,0.03,0.00
2020-02-27 18:22:48,001436,B,0.01,0.86,0.05,0.07,0.00,0.00
2020-02-27 18:23:31,000749,N,0.07,0.01,0.00,0.00,0.00,0.91
2020-02-27 18:24:01,000750,C,0.01,0.27,0.58,0.14,0.01,0.00
2020-02-27 18:24:11,000751,A,0.83,0.12,0.04,0.00,0.00,0.00
2020-02-27 18:24:44,001437,B,0.18,0.58,0.10,0.08,0.04,0.03
2020-02-27 18:25:55,000752,D,0.06,0.33,0.19,0.39,0.03,0.00
2020-02-27 18:26:03,000753,B,0.28,0.60,0.08,0.02,0.01,0.02
2020-02-27 18:30:50,001438,B,0.16,0.61,0.18,0.03,0.01,0.00
2020-02-27 18:32:41,000753,B,0.28,0.60,0.08,0.02,0.01,0.02
2020-02-27 18:32:49,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:33:08,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:33:38,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:33:59,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:34:44,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:34:53,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:35:52,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:36:36,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:36:53,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:37:09,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:37:34,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:37:53,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:38:15,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:39:06,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:39:35,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:41:30,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:42:07,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:42:56,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:43:42,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:44:15,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:44:34,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:44:40,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:45:02,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 18:45:42,000755,D,0.01,0.32,0.20,0.44,0.04,0.00
2020-02-27 18:45:51,000756,C,0.00,0.24,0.72,0.03,0.01,0.00
2020-02-27 18:47:15,000756,C,0.00,0.24,0.72,0.03,0.01,0.00
2020-02-27 18:51:29,000756,C,0.00,0.24,0.72,0.03,0.01,0.00
2020-02-27 18:52:31,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 18:53:00,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 18:53:06,000758,A,0.62,0.18,0.05,0.12,0.02,0.01
2020-02-27 18:53:17,000759,C,0.00,0.01,0.68,0.29,0.02,0.00
2020-02-27 18:58:24,001439,B,0.08,0.85,0.06,0.01,0.00,0.00
2020-02-27 18:58:44,001440,B,0.15,0.79,0.06,0.00,0.00,0.00
2020-02-27 19:01:01,000760,B,0.02,0.95,0.02,0.00,0.00,0.00
2020-02-27 19:03:23,T-shirts,N,0.00,0.01,0.00,0.00,0.00,0.99
2020-02-27 19:06:13,Ben Ambigram,N,0.02,0.01,0.01,0.00,0.01,0.96
2020-02-27 19:08:21,test1,B,0.01,0.36,0.07,0.09,0.14,0.33
2020-02-27 19:10:05,001441,B,0.00,0.49,0.40,0.10,0.00,0.00
2020-02-27 19:10:21,test2,B,0.19,0.26,0.06,0.18,0.24,0.07
2020-02-27 19:13:36,test2,D,0.20,0.23,0.03,0.42,0.11,0.01
2020-02-27 19:13:54,test2,D,0.20,0.23,0.03,0.42,0.11,0.01
2020-02-27 19:14:14,test3,D,0.20,0.23,0.03,0.42,0.11,0.01
2020-02-27 19:18:27,test4,A,0.80,0.11,0.00,0.01,0.01,0.07
2020-02-27 19:20:22,test5,A,0.79,0.15,0.00,0.02,0.01,0.02
2020-02-27 19:25:37,000123,C,0.00,0.29,0.43,0.16,0.11,0.00
2020-02-27 19:26:41,000123,C,0.00,0.29,0.43,0.16,0.11,0.00
2020-02-27 19:27:33,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 19:28:02,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 19:28:53,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 19:29:17,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 19:29:45,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 19:30:16,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 19:30:27,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 19:30:46,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 19:31:33,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 19:32:14,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 19:34:29,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 19:35:49,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 19:36:19,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 19:36:26,000758,A,0.62,0.18,0.05,0.12,0.02,0.01
2020-02-27 19:36:30,000759,C,0.00,0.01,0.68,0.29,0.02,0.00
2020-02-27 19:36:36,000760,B,0.02,0.95,0.02,0.00,0.00,0.00
2020-02-27 19:36:42,001442,C,0.00,0.12,0.67,0.15,0.05,0.00
2020-02-27 19:42:17,000760,B,0.02,0.95,0.02,0.00,0.00,0.00
2020-02-27 19:42:22,000760,B,0.02,0.95,0.02,0.00,0.00,0.00
2020-02-27 19:42:41,000760,B,0.02,0.95,0.02,0.00,0.00,0.00
2020-02-27 19:42:55,000760,B,0.02,0.95,0.02,0.00,0.00,0.00
2020-02-27 19:43:03,000758,A,0.62,0.18,0.05,0.12,0.02,0.01
2020-02-27 19:43:14,000758,A,0.62,0.18,0.05,0.12,0.02,0.01
2020-02-27 19:43:25,000759,C,0.00,0.01,0.68,0.29,0.02,0.00
2020-02-27 19:44:08,000740,A,0.86,0.13,0.00,0.00,0.00,0.00
2020-02-27 19:44:23,000741,A,0.33,0.12,0.14,0.08,0.10,0.22
2020-02-27 19:44:29,000742,C,0.00,0.03,0.90,0.07,0.00,0.00
2020-02-27 19:44:55,001443,N,0.17,0.04,0.00,0.00,0.00,0.79
2020-02-27 19:46:43,000742,C,0.00,0.03,0.90,0.07,0.00,0.00
2020-02-27 19:46:49,000743,B,0.11,0.79,0.09,0.00,0.00,0.00
2020-02-27 19:47:03,000743,B,0.11,0.79,0.09,0.00,0.00,0.00
2020-02-27 19:47:10,000743,B,0.11,0.79,0.09,0.00,0.00,0.00
2020-02-27 19:47:17,000744,B,0.03,0.81,0.14,0.01,0.00,0.00
2020-02-27 19:47:23,000745,C,0.00,0.04,0.92,0.04,0.00,0.00
2020-02-27 19:48:00,000745,C,0.00,0.04,0.92,0.04,0.00,0.00
2020-02-27 19:48:27,000746,C,0.00,0.11,0.60,0.27,0.01,0.00
2020-02-27 19:48:30,001444,B,0.01,0.54,0.39,0.04,0.02,0.00
2020-02-27 19:48:34,000758,A,0.62,0.18,0.05,0.12,0.02,0.01
2020-02-27 19:48:39,001445,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-02-27 19:48:42,001446,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-02-27 19:48:46,000758,A,0.62,0.18,0.05,0.12,0.02,0.01
2020-02-27 19:48:53,000758,A,0.62,0.18,0.05,0.12,0.02,0.01
2020-02-27 19:48:57,000760,B,0.02,0.95,0.02,0.00,0.00,0.00
2020-02-27 19:49:06,001447,N,0.00,0.00,0.00,0.00,0.00,1.00
2020-02-27 19:49:40,000760,B,0.02,0.95,0.02,0.00,0.00,0.00
2020-02-27 19:49:59,000760,B,0.02,0.95,0.02,0.00,0.00,0.00
2020-02-27 19:50:21,000760,B,0.02,0.95,0.02,0.00,0.00,0.00
2020-02-27 19:50:37,000760,B,0.02,0.95,0.02,0.00,0.00,0.00
2020-02-27 19:51:13,000760,B,0.02,0.95,0.02,0.00,0.00,0.00
2020-02-27 19:51:19,000758,A,0.62,0.18,0.05,0.12,0.02,0.01
2020-02-27 19:51:40,000758,A,0.62,0.18,0.05,0.12,0.02,0.01
2020-02-27 19:51:54,000759,C,0.00,0.01,0.68,0.29,0.02,0.00
2020-02-27 19:52:13,000759,C,0.00,0.01,0.68,0.29,0.02,0.00
2020-02-27 19:52:22,000758,A,0.62,0.18,0.05,0.12,0.02,0.01
2020-02-27 19:52:26,000758,A,0.62,0.18,0.05,0.12,0.02,0.01
2020-02-27 19:52:30,000759,C,0.00,0.01,0.68,0.29,0.02,0.00
2020-02-27 21:33:38,000759,C,0.00,0.01,0.68,0.29,0.02,0.00
2020-02-27 21:34:36,000759,C,0.00,0.01,0.68,0.29,0.02,0.00
2020-02-27 21:46:32,000759,C,0.00,0.01,0.68,0.29,0.02,0.00
2020-02-27 21:46:41,000760,B,0.02,0.95,0.02,0.00,0.00,0.00
2020-02-27 21:46:46,000758,A,0.62,0.18,0.05,0.12,0.02,0.01
2020-02-27 21:46:53,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 21:47:01,000756,C,0.00,0.24,0.72,0.03,0.01,0.00
2020-02-27 21:47:45,000756,C,0.00,0.24,0.72,0.03,0.01,0.00
2020-02-27 21:48:06,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 21:48:13,000758,A,0.62,0.18,0.05,0.12,0.02,0.01
2020-02-27 21:48:36,000758,A,0.62,0.18,0.05,0.12,0.02,0.01
2020-02-27 21:48:50,000760,B,0.02,0.95,0.02,0.00,0.00,0.00
2020-02-27 21:49:09,000761,C,0.01,0.21,0.71,0.05,0.01,0.01
2020-02-27 21:49:16,000762,C,0.10,0.23,0.41,0.24,0.01,0.00
2020-02-27 21:49:22,000763,B,0.10,0.44,0.29,0.09,0.04,0.03
2020-02-27 21:49:30,000762,C,0.10,0.23,0.41,0.24,0.01,0.00
2020-02-27 21:49:34,000763,B,0.10,0.44,0.29,0.09,0.04,0.03
2020-02-27 22:00:27,000763,B,0.10,0.44,0.29,0.09,0.04,0.03
2020-02-27 22:00:34,000762,C,0.10,0.23,0.41,0.24,0.01,0.00
2020-02-27 22:01:21,000762,C,0.10,0.23,0.41,0.24,0.01,0.00
2020-02-27 22:01:55,000762,C,0.10,0.23,0.41,0.24,0.01,0.00
2020-02-27 22:02:10,000762,C,0.10,0.23,0.41,0.24,0.01,0.00
2020-02-27 22:02:16,000763,B,0.10,0.44,0.29,0.09,0.04,0.03
2020-02-27 22:03:19,000763,B,0.10,0.44,0.29,0.09,0.04,0.03
2020-02-27 22:03:28,000763,B,0.10,0.44,0.29,0.09,0.04,0.03
2020-02-27 22:03:33,000764,B,0.23,0.66,0.09,0.01,0.01,0.01
2020-02-27 22:03:39,000750,C,0.01,0.27,0.58,0.14,0.01,0.00
2020-02-27 22:03:43,000751,A,0.83,0.12,0.04,0.00,0.00,0.00
2020-02-27 22:03:48,000752,D,0.06,0.33,0.19,0.39,0.03,0.00
2020-02-27 22:03:53,000753,B,0.28,0.60,0.08,0.02,0.01,0.02
2020-02-27 22:04:34,000753,B,0.28,0.60,0.08,0.02,0.01,0.02
2020-02-27 22:04:39,000754,C,0.01,0.43,0.49,0.06,0.01,0.00
2020-02-27 22:04:45,000755,D,0.01,0.32,0.20,0.44,0.04,0.00
2020-02-27 22:04:50,000756,C,0.00,0.24,0.72,0.03,0.01,0.00
2020-02-27 22:04:57,000756,C,0.00,0.24,0.72,0.03,0.01,0.00
2020-02-27 22:05:01,000757,A,0.76,0.21,0.02,0.00,0.00,0.01
2020-02-27 22:05:04,000758,A,0.62,0.18,0.05,0.12,0.02,0.01
2020-02-27 22:05:08,000759,C,0.00,0.01,0.68,0.29,0.02,0.00
2020-02-27 22:05:12,000760,B,0.02,0.95,0.02,0.00,0.00,0.00
2020-02-27 22:05:37,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 22:05:42,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 22:06:46,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 22:09:28,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 22:11:53,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 22:12:27,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 22:13:04,000110,B,0.10,0.89,0.01,0.00,0.00,0.00
2020-02-27 22:13:57,000110,B,0.10,0.89,0.01,0.00,0.00,0.00
2020-02-27 22:15:06,000110,B,0.10,0.89,0.01,0.00,0.00,0.00
2020-02-27 22:15:26,000110,B,0.10,0.89,0.01,0.00,0.00,0.00
2020-02-27 22:15:39,000110,B,0.10,0.89,0.01,0.00,0.00,0.00
2020-02-27 22:17:39,000110,B,0.10,0.89,0.01,0.00,0.00,0.00
2020-02-27 22:17:44,000110,B,0.10,0.89,0.01,0.00,0.00,0.00
2020-02-27 22:17:48,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 22:20:15,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 22:20:20,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 22:20:45,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 22:21:36,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 22:22:40,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 22:23:01,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 22:23:08,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 22:23:51,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 22:25:18,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 22:25:35,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 22:25:40,000110,B,0.10,0.89,0.01,0.00,0.00,0.00
2020-02-27 22:27:50,000110,B,0.10,0.89,0.01,0.00,0.00,0.00
2020-02-27 22:27:56,000111,B,0.03,0.87,0.09,0.01,0.01,0.00
2020-02-27 22:28:05,000112,B,0.03,0.77,0.11,0.07,0.01,0.00
2020-02-27 22:28:11,000113,B,0.03,0.58,0.27,0.10,0.01,0.00
2020-02-27 22:28:15,000114,D,0.00,0.30,0.20,0.38,0.12,0.00
2020-02-27 23:01:36,000107,C,0.02,0.25,0.35,0.33,0.05,0.00
2020-02-27 23:01:42,000108,C,0.00,0.16,0.75,0.09,0.00,0.00
2020-02-27 23:01:46,000109,F,0.16,0.03,0.12,0.04,0.63,0.02
2020-02-27 23:01:52,000110,B,0.10,0.89,0.01,0.00,0.00,0.00
